,color,keyword,set,release_date,count
1654,red,indestructible,Born of the Gods,2014-02-07,2
1655,red,indestructible,Champions of Kamigawa,2004-10-01,1
1656,red,indestructible,Commander 2015,2015-11-13,1
1657,red,indestructible,Dark Ascension,2012-02-03,1
1658,red,indestructible,Darksteel,2004-02-06,1
1659,red,indestructible,Dragon's Maze,2013-05-03,1
1660,red,indestructible,Duel Decks: Speed vs. Cunning,2014-09-05,1
1661,red,indestructible,Journey into Nyx,2014-05-02,2
1662,red,indestructible,Magic 2015 Core Set,2014-07-18,1
1663,red,indestructible,Shadows over Innistrad,2016-04-08,1
1664,red,indestructible,Theros,2013-09-27,1
1665,red,lifelink,Battlebond,2018-06-08,1
1666,red,lifelink,Born of the Gods,2014-02-07,1
1667,red,lifelink,Commander 2016,2016-11-11,1
1668,red,lifelink,Commander 2017,2017-08-25,1
1669,red,lifelink,Dominaria,2018-04-27,1
1670,red,lifelink,Gatecrash,2013-02-01,1
1671,red,lifelink,Khans of Tarkir,2014-09-26,2
1672,red,lifelink,Lorwyn,2007-10-12,1
1673,red,lifelink,Return to Ravnica,2012-10-05,1
1674,red,menace,Aether Revolt,2017-01-20,2
1675,red,menace,Amonkhet,2017-04-28,2
1676,red,menace,Battle for Zendikar,2015-10-02,2
1677,red,menace,Commander 2017,2017-08-25,1
1678,red,menace,Conspiracy: Take the Crown,2016-08-26,2
1679,red,menace,Core Set 2019,2018-07-13,1
1680,red,menace,Dark Ascension,2012-02-03,1
1681,red,menace,Dominaria,2018-04-27,2
1682,red,menace,Dragons of Tarkir,2015-03-27,2
1683,red,menace,Eldritch Moon,2016-07-22,1
1684,red,menace,Gatecrash,2013-02-01,1
1685,red,menace,Hour of Devastation,2017-07-14,2
1686,red,menace,Innistrad,2011-09-30,1
1687,red,menace,Ixalan,2017-09-29,4
1688,red,menace,Journey into Nyx,2014-05-02,1
1689,red,menace,Kaladesh,2016-09-30,1
1690,red,menace,Lorwyn,2007-10-12,1
1691,red,menace,Magic 2012,2011-07-15,1
1692,red,menace,Magic 2015 Core Set,2014-07-18,1
1693,red,menace,Magic Origins,2015-07-17,2
1694,red,menace,Mercadian Masques,1999-10-04,1
1695,red,menace,Mirage,1996-10-08,1
1696,red,menace,Oath of the Gatewatch,2016-01-22,2
1697,red,menace,Rivals of Ixalan,2018-01-19,1
1698,red,menace,Shadowmoor,2008-05-02,1
1699,red,menace,Shadows over Innistrad,2016-04-08,4
1700,red,menace,Shards of Alara,2008-10-03,1
1701,red,menace,Theros,2013-09-27,1
1702,red,menace,Time Spiral,2006-10-06,1
1703,red,menace,Urza's Saga,1998-10-12,1
1704,red,reach,Amonkhet,2017-04-28,1
1705,red,reach,Betrayers of Kamigawa,2005-02-04,1
1706,red,reach,Commander 2018,2018-08-10,1
1707,red,reach,Core Set 2019,2018-07-13,2
1708,red,reach,Dragon's Maze,2013-05-03,1
1709,red,reach,Eldritch Moon,2016-07-22,1
1710,red,reach,Fifth Dawn,2004-06-04,1
1711,red,reach,Global Series: Jiang Yanggu and Mu Yanling,2018-06-22,1
1712,red,reach,Innistrad,2011-09-30,1
1713,red,reach,Limited Edition Alpha,1993-08-05,1
1714,red,reach,Magic Origins,2015-07-17,2
1715,red,reach,Onslaught,2002-10-07,1
1716,red,reach,Planar Chaos,2007-02-02,2
1717,red,reach,Planechase 2012 Edition,2012-06-01,1
1718,red,reach,Rivals of Ixalan,2018-01-19,1
1719,red,reach,Shadows over Innistrad,2016-04-08,2
1720,red,reach,Stronghold,1998-03-02,1
1721,red,reach,Tempest,1997-10-14,1
1722,red,reach,Urza's Saga,1998-10-12,1
1723,red,trample,Aether Revolt,2017-01-20,1
1724,red,trample,Alara Reborn,2009-04-30,1
1725,red,trample,Alliances,1996-06-10,2
1726,red,trample,Amonkhet,2017-04-28,2
1727,red,trample,Avacyn Restored,2012-05-04,1
1728,red,trample,Battle for Zendikar,2015-10-02,4
1729,red,trample,Battlebond,2018-06-08,2
1730,red,trample,Born of the Gods,2014-02-07,4
1731,red,trample,Coldsnap,2006-07-21,3
1732,red,trample,Commander 2016,2016-11-11,2
1733,red,trample,Commander 2017,2017-08-25,3
1734,red,trample,Conflux,2009-02-06,7
1735,red,trample,Core Set 2019,2018-07-13,4
1736,red,trample,Dark Ascension,2012-02-03,1
1737,red,trample,Dissension,2006-05-05,3
1738,red,trample,Dominaria,2018-04-27,4
1739,red,trample,Dragons of Tarkir,2015-03-27,4
1740,red,trample,Duel Decks: Heroes vs. Monsters,2013-09-06,1
1741,red,trample,Eldritch Moon,2016-07-22,4
1742,red,trample,Eventide,2008-07-25,2
1743,red,trample,Fallen Empires,1994-11-15,1
1744,red,trample,Fate Reforged,2015-01-23,3
1745,red,trample,Fifth Dawn,2004-06-04,3
1746,red,trample,From the Vault: Dragons,2008-08-29,1
1747,red,trample,Future Sight,2007-05-04,2
1748,red,trample,Gatecrash,2013-02-01,6
1749,red,trample,Guildpact,2006-02-03,3
1750,red,trample,Guilds of Ravnica,2018-10-05,6
1751,red,trample,Ice Age,1995-06-01,1
1752,red,trample,Innistrad,2011-09-30,2
1753,red,trample,Invasion,2000-10-02,3
1754,red,trample,Ixalan,2017-09-29,7
1755,red,trample,Journey into Nyx,2014-05-02,1
1756,red,trample,Judgment,2002-05-27,2
1757,red,trample,Kaladesh,2016-09-30,3
1758,red,trample,Khans of Tarkir,2014-09-26,3
1759,red,trample,Legends,1994-06-10,3
1760,red,trample,Legions,2003-02-03,3
1761,red,trample,Limited Edition Alpha,1993-08-05,1
1762,red,trample,Lorwyn,2007-10-12,5
1763,red,trample,Magic 2015 Core Set,2014-07-18,3
1764,red,trample,Magic Origins,2015-07-17,1
1765,red,trample,Magic: The Gathering-Commander,2011-06-17,1
1766,red,trample,Mercadian Masques,1999-10-04,1
1767,red,trample,Mirage,1996-10-08,1
1768,red,trample,Mirrodin,2003-10-02,1
1769,red,trample,Mirrodin Besieged,2011-02-04,1
1770,red,trample,Morningtide,2008-02-01,3
1771,red,trample,Oath of the Gatewatch,2016-01-22,4
1772,red,trample,Odyssey,2001-10-01,1
1773,red,trample,Onslaught,2002-10-07,3
1774,red,trample,Planar Chaos,2007-02-02,4
1775,red,trample,Planeshift,2001-02-05,1
1776,red,trample,Return to Ravnica,2012-10-05,4
1777,red,trample,Rise of the Eldrazi,2010-04-23,2
1778,red,trample,Rivals of Ixalan,2018-01-19,3
1779,red,trample,Scars of Mirrodin,2010-10-01,1
1780,red,trample,Scourge,2003-05-26,1
1781,red,trample,Shadowmoor,2008-05-02,4
1782,red,trample,Shadows over Innistrad,2016-04-08,3
1783,red,trample,Shards of Alara,2008-10-03,2
1784,red,trample,Stronghold,1998-03-02,1
1785,red,trample,The Dark,1994-08-08,2
1786,red,trample,Theros,2013-09-27,5
1787,red,trample,Time Spiral,2006-10-06,2
1788,red,trample,Visions,1997-02-03,2
1789,red,trample,Weatherlight,1997-06-09,1
1790,red,vigilance,Alara Reborn,2009-04-30,1
1791,red,vigilance,Amonkhet,2017-04-28,1
1792,red,vigilance,Apocalypse,2001-06-04,1
1793,red,vigilance,Born of the Gods,2014-02-07,1
1794,red,vigilance,Commander 2015,2015-11-13,1
1795,red,vigilance,Commander 2016,2016-11-11,2
1796,red,vigilance,Commander 2018,2018-08-10,1
1797,red,vigilance,Conflux,2009-02-06,1
1798,red,vigilance,Core Set 2019,2018-07-13,1
1799,red,vigilance,Dragon's Maze,2013-05-03,1
1800,red,vigilance,Duel Decks: Heroes vs. Monsters,2013-09-06,1
1801,red,vigilance,Gatecrash,2013-02-01,3
1802,red,vigilance,Guilds of Ravnica,2018-10-05,3
1803,red,vigilance,Ixalan,2017-09-29,1
1804,red,vigilance,Khans of Tarkir,2014-09-26,2
1805,red,vigilance,Legends,1994-06-10,1
1806,red,vigilance,Lorwyn,2007-10-12,1
1807,red,vigilance,Magic: The Gathering-Commander,2011-06-17,1
1808,red,vigilance,Planeshift,2001-02-05,2
1809,red,vigilance,Ravnica: City of Guilds,2005-10-07,1
1810,red,vigilance,Rivals of Ixalan,2018-01-19,2
1811,red,vigilance,Shards of Alara,2008-10-03,2
1812,white,deathtouch,Commander 2013 Edition,2013-11-01,1
1813,white,deathtouch,Commander 2016,2016-11-11,1
1814,white,deathtouch,Conspiracy: Take the Crown,2016-08-26,1
1815,white,deathtouch,Dominaria,2018-04-27,1
1816,white,deathtouch,Hour of Devastation,2017-07-14,1
1817,white,deathtouch,Khans of Tarkir,2014-09-26,2
1818,white,deathtouch,Oath of the Gatewatch,2016-01-22,1
1819,white,deathtouch,Shadows over Innistrad,2016-04-08,1
1820,white,defender,Alara Reborn,2009-04-30,2
1821,white,defender,Alliances,1996-06-10,1
1822,white,defender,Battle for Zendikar,2015-10-02,1
1823,white,defender,Betrayers of Kamigawa,2005-02-04,1
1824,white,defender,Coldsnap,2006-07-21,2
1825,white,defender,Conflux,2009-02-06,1
1826,white,defender,Core Set 2019,2018-07-13,2
1827,white,defender,Dissension,2006-05-05,3
1828,white,defender,Dragons of Tarkir,2015-03-27,2
1829,white,defender,Eldritch Moon,2016-07-22,1
1830,white,defender,Eventide,2008-07-25,1
1831,white,defender,Exodus,1998-06-15,1
1832,white,defender,Fate Reforged,2015-01-23,1
1833,white,defender,Gatecrash,2013-02-01,1
1834,white,defender,Guildpact,2006-02-03,2
1835,white,defender,Invasion,2000-10-02,1
1836,white,defender,Khans of Tarkir,2014-09-26,1
1837,white,defender,Legends,1994-06-10,3
1838,white,defender,Legions,2003-02-03,2
1839,white,defender,Limited Edition Alpha,1993-08-05,1
1840,white,defender,Lorwyn,2007-10-12,1
1841,white,defender,Magic 2010,2009-07-17,1
1842,white,defender,Magic 2011,2010-07-16,1
1843,white,defender,Magic 2012,2011-07-15,1
1844,white,defender,Magic: The Gathering—Conspiracy,2014-06-06,1
1845,white,defender,Mercadian Masques,1999-10-04,1
1846,white,defender,Mirage,1996-10-08,2
1847,white,defender,Nemesis,2000-02-14,1
1848,white,defender,New Phyrexia,2011-05-13,1
1849,white,defender,Oath of the Gatewatch,2016-01-22,1
1850,white,defender,Onslaught,2002-10-07,1
1851,white,defender,Planeshift,2001-02-05,1
1852,white,defender,Portal Second Age,1998-06-24,1
1853,white,defender,Portal Three Kingdoms,1999-05-01,1
1854,white,defender,Ravnica: City of Guilds,2005-10-07,1
1855,white,defender,Rise of the Eldrazi,2010-04-23,3
1856,white,defender,Scourge,2003-05-26,1
1857,white,defender,Shadowmoor,2008-05-02,1
1858,white,defender,Shards of Alara,2008-10-03,1
1859,white,defender,Stronghold,1998-03-02,1
1860,white,defender,Tempest,1997-10-14,1
1861,white,defender,Time Spiral,2006-10-06,1
1862,white,defender,Urza's Destiny,1999-06-07,1
1863,white,defender,Urza's Saga,1998-10-12,1
1864,white,defender,Worldwake,2010-02-05,1
1865,white,defender,Zendikar,2009-10-02,1
1866,white,double strike,Aether Revolt,2017-01-20,1
1867,white,double strike,Alara Reborn,2009-04-30,1
1868,white,double strike,Amonkhet,2017-04-28,1
1869,white,double strike,Avacyn Restored,2012-05-04,1
1870,white,double strike,Battle for Zendikar,2015-10-02,1
1871,white,double strike,Battlebond,2018-06-08,2
1872,white,double strike,Born of the Gods,2014-02-07,1
1873,white,double strike,Champions of Kamigawa,2004-10-01,1
1874,white,double strike,Commander 2015,2015-11-13,1
1875,white,double strike,Commander 2016,2016-11-11,1
1876,white,double strike,Commander 2017,2017-08-25,1
1877,white,double strike,Commander 2018,2018-08-10,1
1878,white,double strike,Core Set 2019,2018-07-13,1
1879,white,double strike,Dark Ascension,2012-02-03,1
1880,white,double strike,Dominaria,2018-04-27,1
1881,white,double strike,Dragons of Tarkir,2015-03-27,2
1882,white,double strike,Eventide,2008-07-25,1
1883,white,double strike,Fifth Dawn,2004-06-04,2
1884,white,double strike,Gatecrash,2013-02-01,1
1885,white,double strike,Guilds of Ravnica,2018-10-05,2
1886,white,double strike,Hour of Devastation,2017-07-14,1
1887,white,double strike,Ixalan,2017-09-29,2
1888,white,double strike,Journey into Nyx,2014-05-02,1
1889,white,double strike,Lorwyn,2007-10-12,1
1890,white,double strike,Magic 2014 Core Set,2013-07-19,1
1891,white,double strike,Magic Origins,2015-07-17,1
1892,white,double strike,Mirrodin Besieged,2011-02-04,1
1893,white,double strike,Morningtide,2008-02-01,1
1894,white,double strike,Ravnica: City of Guilds,2005-10-07,1
1895,white,double strike,Return to Ravnica,2012-10-05,1
1896,white,double strike,Rise of the Eldrazi,2010-04-23,1
1897,white,double strike,Rivals of Ixalan,2018-01-19,1
1898,white,double strike,Scars of Mirrodin,2010-10-01,1
1899,white,double strike,Shadows over Innistrad,2016-04-08,1
1900,white,double strike,Shards of Alara,2008-10-03,1
1901,white,double strike,Theros,2013-09-27,1
1902,white,double strike,Zendikar,2009-10-02,1
1903,white,first strike,Alara Reborn,2009-04-30,2
1904,white,first strike,Alliances,1996-06-10,2
1905,white,first strike,Amonkhet,2017-04-28,1
1906,white,first strike,Apocalypse,2001-06-04,2
1907,white,first strike,Avacyn Restored,2012-05-04,2
1908,white,first strike,Battle for Zendikar,2015-10-02,2
1909,white,first strike,Born of the Gods,2014-02-07,2
1910,white,first strike,Champions of Kamigawa,2004-10-01,2
1911,white,first strike,Coldsnap,2006-07-21,4
1912,white,first strike,Commander 2014,2014-11-07,1
1913,white,first strike,Commander 2016,2016-11-11,1
1914,white,first strike,Commander 2017,2017-08-25,4
1915,white,first strike,Conflux,2009-02-06,1
1916,white,first strike,Core Set 2019,2018-07-13,1
1917,white,first strike,Dark Ascension,2012-02-03,2
1918,white,first strike,Darksteel,2004-02-06,1
1919,white,first strike,Dominaria,2018-04-27,6
1920,white,first strike,Dragon's Maze,2013-05-03,1
1921,white,first strike,Dragons of Tarkir,2015-03-27,3
1922,white,first strike,Duel Decks: Heroes vs. Monsters,2013-09-06,1
1923,white,first strike,Duel Decks: Zendikar vs. Eldrazi,2015-08-28,1
1924,white,first strike,Eldritch Moon,2016-07-22,3
1925,white,first strike,Eventide,2008-07-25,5
1926,white,first strike,Exodus,1998-06-15,1
1927,white,first strike,Fallen Empires,1994-11-15,12
1928,white,first strike,From the Vault: Transform,2015-11-24,1
1929,white,first strike,Gatecrash,2013-02-01,4
1930,white,first strike,Guilds of Ravnica,2018-10-05,3
1931,white,first strike,Ice Age,1995-06-01,5
1932,white,first strike,Innistrad,2011-09-30,2
1933,white,first strike,Invasion,2000-10-02,4
1934,white,first strike,Ixalan,2017-09-29,2
1935,white,first strike,Judgment,2002-05-27,3
1936,white,first strike,Kaladesh,2016-09-30,2
1937,white,first strike,Khans of Tarkir,2014-09-26,4
1938,white,first strike,Legends,1994-06-10,5
1939,white,first strike,Legions,2003-02-03,4
1940,white,first strike,Limited Edition Alpha,1993-08-05,1
1941,white,first strike,Lorwyn,2007-10-12,6
1942,white,first strike,Magic 2010,2009-07-17,3
1943,white,first strike,Magic 2011,2010-07-16,2
1944,white,first strike,Magic 2012,2011-07-15,1
1945,white,first strike,Magic 2013,2012-07-13,3
1946,white,first strike,Magic 2014 Core Set,2013-07-19,1
1947,white,first strike,Magic 2015 Core Set,2014-07-18,1
1948,white,first strike,Magic Origins,2015-07-17,1
1949,white,first strike,Mercadian Masques,1999-10-04,1
1950,white,first strike,Mirage,1996-10-08,2
1951,white,first strike,Mirrodin,2003-10-02,1
1952,white,first strike,Morningtide,2008-02-01,2
1953,white,first strike,Nemesis,2000-02-14,1
1954,white,first strike,New Phyrexia,2011-05-13,3
1955,white,first strike,Oath of the Gatewatch,2016-01-22,1
1956,white,first strike,Odyssey,2001-10-01,2
1957,white,first strike,Onslaught,2002-10-07,2
1958,white,first strike,Planeshift,2001-02-05,2
1959,white,first strike,Ravnica: City of Guilds,2005-10-07,4
1960,white,first strike,Return to Ravnica,2012-10-05,1
1961,white,first strike,Rise of the Eldrazi,2010-04-23,2
1962,white,first strike,Saviors of Kamigawa,2005-06-03,1
1963,white,first strike,Scars of Mirrodin,2010-10-01,1
1964,white,first strike,Scourge,2003-05-26,1
1965,white,first strike,Shadowmoor,2008-05-02,1
1966,white,first strike,Shadows over Innistrad,2016-04-08,2
1967,white,first strike,Shards of Alara,2008-10-03,4
1968,white,first strike,Stronghold,1998-03-02,1
1969,white,first strike,Tempest,1997-10-14,7
1970,white,first strike,The Dark,1994-08-08,1
1971,white,first strike,Theros,2013-09-27,1
1972,white,first strike,Time Spiral,2006-10-06,1
1973,white,first strike,Torment,2002-02-08,1
1974,white,first strike,Urza's Destiny,1999-06-07,1
1975,white,first strike,Urza's Saga,1998-10-12,3
1976,white,first strike,Visions,1997-02-03,1
1977,white,first strike,Weatherlight,1997-06-09,2
1978,white,first strike,Worldwake,2010-02-05,1
1979,white,first strike,Zendikar,2009-10-02,2
1980,white,flash,Alara Reborn,2009-04-30,1
1981,white,flash,Amonkhet,2017-04-28,1
1982,white,flash,Avacyn Restored,2012-05-04,1
1983,white,flash,Betrayers of Kamigawa,2005-02-04,1
1984,white,flash,Champions of Kamigawa,2004-10-01,1
1985,white,flash,Commander 2014,2014-11-07,2
1986,white,flash,Commander 2016,2016-11-11,1
1987,white,flash,Commander 2017,2017-08-25,1
1988,white,flash,Core Set 2019,2018-07-13,1
1989,white,flash,Dark Ascension,2012-02-03,1
1990,white,flash,Dominaria,2018-04-27,1
1991,white,flash,Dragon's Maze,2013-05-03,1
1992,white,flash,Eldritch Moon,2016-07-22,3
1993,white,flash,Fate Reforged,2015-01-23,1
1994,white,flash,From the Vault: Transform,2015-11-24,1
1995,white,flash,Future Sight,2007-05-04,3
1996,white,flash,Innistrad,2011-09-30,1
1997,white,flash,Lorwyn,2007-10-12,1
1998,white,flash,Magic 2015 Core Set,2014-07-18,1
1999,white,flash,Magic Origins,2015-07-17,2
2000,white,flash,Planar Chaos,2007-02-02,3
2001,white,flash,Planeshift,2001-02-05,1
2002,white,flash,Return to Ravnica,2012-10-05,1
2003,white,flash,Rise of the Eldrazi,2010-04-23,1
2004,white,flash,Shadowmoor,2008-05-02,4
2005,white,flash,Shards of Alara,2008-10-03,1
2006,white,flash,Time Spiral,2006-10-06,3
2007,white,flash,Torment,2002-02-08,1
2008,white,flash,Urza's Legacy,1999-02-15,1
2009,white,flash,Weatherlight,1997-06-09,1
2010,white,flying,Aether Revolt,2017-01-20,6
2011,white,flying,Alara Reborn,2009-04-30,11
2012,white,flying,Alliances,1996-06-10,6
2013,white,flying,Amonkhet,2017-04-28,8
2014,white,flying,Apocalypse,2001-06-04,4
2015,white,flying,Avacyn Restored,2012-05-04,13
2016,white,flying,Battle for Zendikar,2015-10-02,8
2017,white,flying,Battlebond,2018-06-08,4
2018,white,flying,Betrayers of Kamigawa,2005-02-04,4
2019,white,flying,Born of the Gods,2014-02-07,6
2020,white,flying,Champions of Kamigawa,2004-10-01,7
2021,white,flying,Coldsnap,2006-07-21,9
2022,white,flying,Commander 2013 Edition,2013-11-01,2
2023,white,flying,Commander 2014,2014-11-07,3
2024,white,flying,Commander 2015,2015-11-13,3
2025,white,flying,Commander 2016,2016-11-11,5
2026,white,flying,Commander 2017,2017-08-25,3
2027,white,flying,Commander 2018,2018-08-10,3
2028,white,flying,Conflux,2009-02-06,9
2029,white,flying,Conspiracy: Take the Crown,2016-08-26,1
2030,white,flying,Core Set 2019,2018-07-13,12
2031,white,flying,Dark Ascension,2012-02-03,8
2032,white,flying,Darksteel,2004-02-06,3
2033,white,flying,Dissension,2006-05-05,11
2034,white,flying,Dominaria,2018-04-27,9
2035,white,flying,Dragon's Maze,2013-05-03,6
2036,white,flying,Dragons of Tarkir,2015-03-27,15
2037,white,flying,Duel Decks: Blessed vs. Cursed,2016-02-26,1
2038,white,flying,Duel Decks: Elspeth vs. Tezzeret,2010-09-03,1
2039,white,flying,Duel Decks: Heroes vs. Monsters,2013-09-06,1
2040,white,flying,Eldritch Moon,2016-07-22,6
2041,white,flying,Eventide,2008-07-25,14
2042,white,flying,Exodus,1998-06-15,2
2043,white,flying,Fate Reforged,2015-01-23,6
2044,white,flying,Fifth Dawn,2004-06-04,3
2045,white,flying,From the Vault: Transform,2015-11-24,3
2046,white,flying,Future Sight,2007-05-04,5
2047,white,flying,Gatecrash,2013-02-01,8
2048,white,flying,Global Series: Jiang Yanggu and Mu Yanling,2018-06-22,3
2049,white,flying,Guildpact,2006-02-03,9
2050,white,flying,Guilds of Ravnica,2018-10-05,7
2051,white,flying,Homelands,1995-10-14,4
2052,white,flying,Hour of Devastation,2017-07-14,4
2053,white,flying,Ice Age,1995-06-01,4
2054,white,flying,Innistrad,2011-09-30,11
2055,white,flying,Invasion,2000-10-02,7
2056,white,flying,Ixalan,2017-09-29,8
2057,white,flying,Journey into Nyx,2014-05-02,4
2058,white,flying,Judgment,2002-05-27,6
2059,white,flying,Kaladesh,2016-09-30,8
2060,white,flying,Khans of Tarkir,2014-09-26,11
2061,white,flying,Legends,1994-06-10,6
2062,white,flying,Legions,2003-02-03,8
2063,white,flying,Limited Edition Alpha,1993-08-05,3
2064,white,flying,Lorwyn,2007-10-12,7
2065,white,flying,Magic 2010,2009-07-17,4
2066,white,flying,Magic 2011,2010-07-16,7
2067,white,flying,Magic 2012,2011-07-15,3
2068,white,flying,Magic 2013,2012-07-13,4
2069,white,flying,Magic 2014 Core Set,2013-07-19,3
2070,white,flying,Magic 2015 Core Set,2014-07-18,6
2071,white,flying,Magic Origins,2015-07-17,7
2072,white,flying,Magic: The Gathering-Commander,2011-06-17,5
2073,white,flying,Magic: The Gathering—Conspiracy,2014-06-06,4
2074,white,flying,Mercadian Masques,1999-10-04,5
2075,white,flying,Mirage,1996-10-08,13
2076,white,flying,Mirrodin,2003-10-02,5
2077,white,flying,Mirrodin Besieged,2011-02-04,2
2078,white,flying,Morningtide,2008-02-01,5
2079,white,flying,Nemesis,2000-02-14,3
2080,white,flying,New Phyrexia,2011-05-13,3
2081,white,flying,Oath of the Gatewatch,2016-01-22,6
2082,white,flying,Odyssey,2001-10-01,12
2083,white,flying,Onslaught,2002-10-07,8
2084,white,flying,Planar Chaos,2007-02-02,9
2085,white,flying,Planechase 2012 Edition,2012-06-01,1
2086,white,flying,Planeshift,2001-02-05,8
2087,white,flying,Portal,1997-05-01,5
2088,white,flying,Portal Second Age,1998-06-24,6
2089,white,flying,Prophecy,2000-06-05,3
2090,white,flying,Ravnica: City of Guilds,2005-10-07,11
2091,white,flying,Return to Ravnica,2012-10-05,11
2092,white,flying,Rise of the Eldrazi,2010-04-23,6
2093,white,flying,Rivals of Ixalan,2018-01-19,7
2094,white,flying,Saviors of Kamigawa,2005-06-03,4
2095,white,flying,Scars of Mirrodin,2010-10-01,5
2096,white,flying,Scourge,2003-05-26,7
2097,white,flying,Shadowmoor,2008-05-02,10
2098,white,flying,Shadows over Innistrad,2016-04-08,12
2099,white,flying,Shards of Alara,2008-10-03,13
2100,white,flying,Starter 1999,1999-07-12,2
2101,white,flying,Stronghold,1998-03-02,3
2102,white,flying,Tempest,1997-10-14,6
2103,white,flying,Theros,2013-09-27,7
2104,white,flying,Time Spiral,2006-10-06,9
2105,white,flying,Torment,2002-02-08,4
2106,white,flying,Urza's Destiny,1999-06-07,5
2107,white,flying,Urza's Legacy,1999-02-15,4
2108,white,flying,Urza's Saga,1998-10-12,6
2109,white,flying,Visions,1997-02-03,6
2110,white,flying,Weatherlight,1997-06-09,2
2111,white,flying,Worldwake,2010-02-05,6
2112,white,flying,Zendikar,2009-10-02,6
2113,white,haste,Alara Reborn,2009-04-30,1
2114,white,haste,Apocalypse,2001-06-04,1
2115,white,haste,Battle for Zendikar,2015-10-02,2
2116,white,haste,Commander 2016,2016-11-11,1
2117,white,haste,Commander 2017,2017-08-25,1
2118,white,haste,Conspiracy: Take the Crown,2016-08-26,1
2119,white,haste,Dragon's Maze,2013-05-03,2
2120,white,haste,Duel Decks: Speed vs. Cunning,2014-09-05,1
2121,white,haste,Future Sight,2007-05-04,1
2122,white,haste,Gatecrash,2013-02-01,4
2123,white,haste,Guilds of Ravnica,2018-10-05,1
2124,white,haste,Ixalan,2017-09-29,1
2125,white,haste,Khans of Tarkir,2014-09-26,3
2126,white,haste,Legions,2003-02-03,1
2127,white,haste,Lorwyn,2007-10-12,1
2128,white,haste,Oath of the Gatewatch,2016-01-22,1
2129,white,haste,Planar Chaos,2007-02-02,3
2130,white,haste,Ravnica: City of Guilds,2005-10-07,4
2131,white,haste,Scourge,2003-05-26,1
2132,white,haste,Shadows over Innistrad,2016-04-08,1
2133,white,haste,Shards of Alara,2008-10-03,1
2134,white,haste,Time Spiral,2006-10-06,3
2135,white,hexproof,Alara Reborn,2009-04-30,1
2136,white,hexproof,Avacyn Restored,2012-05-04,1
2137,white,hexproof,Core Set 2019,2018-07-13,2
2138,white,hexproof,Dark Ascension,2012-02-03,1
2139,white,hexproof,Dominaria,2018-04-27,2
2140,white,hexproof,Dragon's Maze,2013-05-03,1
2141,white,hexproof,Dragons of Tarkir,2015-03-27,1
2142,white,hexproof,Eventide,2008-07-25,1
2143,white,hexproof,Innistrad,2011-09-30,2
2144,white,hexproof,Journey into Nyx,2014-05-02,1
2145,white,hexproof,Khans of Tarkir,2014-09-26,1
2146,white,hexproof,Mirrodin,2003-10-02,1
2147,white,hexproof,Shadows over Innistrad,2016-04-08,2
2148,white,hexproof,Theros,2013-09-27,1
2149,white,indestructible,Alara Reborn,2009-04-30,1
2150,white,indestructible,Amonkhet,2017-04-28,2
2151,white,indestructible,Avacyn Restored,2012-05-04,1
2152,white,indestructible,Battle for Zendikar,2015-10-02,1
2153,white,indestructible,Born of the Gods,2014-02-07,2
2154,white,indestructible,Champions of Kamigawa,2004-10-01,2
2155,white,indestructible,Commander 2015,2015-11-13,2
2156,white,indestructible,Core Set 2019,2018-07-13,2
2157,white,indestructible,Dominaria,2018-04-27,2
2158,white,indestructible,Dragon's Maze,2013-05-03,1
2159,white,indestructible,Duel Decks: Speed vs. Cunning,2014-09-05,1
2160,white,indestructible,Eldritch Moon,2016-07-22,1
2161,white,indestructible,From the Vault: Transform,2015-11-24,1
2162,white,indestructible,Gatecrash,2013-02-01,1
2163,white,indestructible,Hour of Devastation,2017-07-14,1
2164,white,indestructible,Innistrad,2011-09-30,1
2165,white,indestructible,Ixalan,2017-09-29,1
2166,white,indestructible,Journey into Nyx,2014-05-02,2
2167,white,indestructible,Kaladesh,2016-09-30,1
2168,white,indestructible,Magic 2011,2010-07-16,1
2169,white,indestructible,Magic 2012,2011-07-15,1
2170,white,indestructible,Magic 2015 Core Set,2014-07-18,1
2171,white,indestructible,Magic Origins,2015-07-17,1
2172,white,indestructible,Rise of the Eldrazi,2010-04-23,2
2173,white,indestructible,Rivals of Ixalan,2018-01-19,1
2174,white,indestructible,Shadows over Innistrad,2016-04-08,2
2175,white,indestructible,Theros,2013-09-27,2
2176,white,lifelink,Alara Reborn,2009-04-30,1
2177,white,lifelink,Amonkhet,2017-04-28,3
2178,white,lifelink,Avacyn Restored,2012-05-04,2
2179,white,lifelink,Battle for Zendikar,2015-10-02,1
2180,white,lifelink,Battlebond,2018-06-08,1
2181,white,lifelink,Born of the Gods,2014-02-07,1
2182,white,lifelink,Commander 2013 Edition,2013-11-01,1
2183,white,lifelink,Commander 2016,2016-11-11,3
2184,white,lifelink,Commander 2017,2017-08-25,1
2185,white,lifelink,Conflux,2009-02-06,1
2186,white,lifelink,Conspiracy: Take the Crown,2016-08-26,1
2187,white,lifelink,Core Set 2019,2018-07-13,4
2188,white,lifelink,Dark Ascension,2012-02-03,2
2189,white,lifelink,Dominaria,2018-04-27,7
2190,white,lifelink,Dragon's Maze,2013-05-03,3
2191,white,lifelink,Dragons of Tarkir,2015-03-27,5
2192,white,lifelink,Eldritch Moon,2016-07-22,3
2193,white,lifelink,Eventide,2008-07-25,3
